
 Data Alignment: None
 Data Alignment Step: 0
C:\Users\Labuser\Documents\Octet experiments\2020\20200514 - AMC PCT media run3 kinetics 47-54, 200514_001.frd, 200514_002.frd, 200514_003.frd, 200514_004.frd, 200514_005.frd, 200514_006.frd, 200514_007.frd, 200514_008.frd, 200514_009.frd, 200514_010.frd, 200514_011.frd, 200514_012.frd, 200514_013.frd, 200514_014.frd, 200514_015.frd, 200514_016.frd, 
X Values, A2, B2, C2, D2, E2, F2, G2, H2, A3, B3, C3, D3, E3, F3, G3, H3, 
0.00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
239.40, -0.04660615, -0.02415559, -0.0290988, -0.01827862, -0.04490333, -0.03687814, -0.03331551, -0.05115249, -0.06001624, -0.03696379, -0.03886567, -0.03518581, -0.04989597, -0.0574731, -0.00704694, -0.00796975, 
239.60, -0.04690463, -0.02279898, -0.02976183, -0.01705071, -0.04330462, -0.03662192, -0.03500929, -0.04687358, -0.05820844, -0.03678792, -0.03868357, -0.0382516, -0.04500571, -0.059673, -0.00700157, -0.00729302, 
239.80, -0.04657872, -0.02198556, -0.02886751, -0.01922874, -0.04771823, -0.03931647, -0.02905233, -0.04948328, -0.05897706, -0.03292888, -0.03741151, -0.03764254, -0.0449308, -0.05285579, -0.00645721, -0.00913758, 
240.00, -0.04753956, -0.02321043, -0.02717458, -0.02107974, -0.04470877, -0.03842683, -0.03036123, -0.0507515, -0.06365004, -0.03778581, -0.03732803, -0.03724033, -0.04828947, -0.05449416, -0.00896221, -0.01125526, 
240.20, -0.04705843, -0.02251198, -0.02550022, -0.0182042, -0.04388608, -0.03617597, -0.03421233, -0.04842845, -0.06383831, -0.0311188, -0.03726946, -0.04100958, -0.04674503, -0.06136221, -0.00855089, -0.00616736, 
240.39, -0.04841118, -0.02372115, -0.02663627, -0.02100833, -0.04427036, -0.03995813, -0.03081683, -0.05225207, -0.06444842, -0.03833012, -0.04006353, -0.0367461, -0.04841793, -0.05375557, -0.01192126, -0.00837522, 
240.61, -0.04781007, -0.02254038, -0.02962199, -0.01799669, -0.04406527, -0.03897362, -0.03469838, -0.05268117, -0.06371219, -0.03548346, -0.03465049, -0.03385571, -0.04370693, -0.0552099, -0.01021952, -0.00611044, 
240.81, -0.04520353, -0.02155583, -0.0283238, -0.02371496, -0.045531, -0.03939924, -0.03346619, -0.04577377, -0.06337196, -0.03356354, -0.03704789, -0.03891618, -0.04664103, -0.05649735, -0.00685043, -0.00296253, 
241.00, -0.04822601, -0.02069172, -0.02434252, -0.02418331, -0.04843633, -0.04098557, -0.0313024, -0.05319351, -0.06335843, -0.03499856, -0.03959264, -0.03621916, -0.04533514, -0.05802221, -0.00612883, -0.00954683, 
241.20, -0.04596435, -0.0255294, -0.02654616, -0.01823542, -0.0428536, -0.03938173, -0.03178055, -0.049819, -0.06111791, -0.03772478, -0.03621299, -0.03404414, -0.04712953, -0.06142318, -0.00608063, -0.01158823, 
241.40, -0.04701986, -0.0218731, -0.02679724, -0.02013691, -0.04318665, -0.03334674, -0.03559012, -0.05138876, -0.06195976, -0.03491872, -0.03763144, -0.04429072, -0.04730393, -0.05707098, -0.0088405, -0.00650913, 
241.61, -0.04671016, -0.0219987, -0.02621821, -0.01588276, -0.04429703, -0.0366591, -0.03256119, -0.05096877, -0.06115003, -0.03755686, -0.03905242, -0.03778644, -0.05119815, -0.05883742, -0.01128217, -0.01401811, 
241.81, -0.04502852, -0.0254749, -0.02840818, -0.01437414, -0.04473818, -0.03798911, -0.03240082, -0.04694343, -0.06218591, -0.03740741, -0.03730762, -0.0350353, -0.0485619, -0.05669034, -0.00807655, -0.00818681, 
242.00, -0.04885313, -0.02527191, -0.03016388, -0.01746213, -0.04550296, -0.03569373, -0.03189242, -0.05379203, -0.06300139, -0.03553237, -0.03524192, -0.03765729, -0.047779, -0.0545431, -0.01182394, -0.00551301, 
242.20, -0.04948467, -0.02150875, -0.02640538, -0.02116161, -0.04478543, -0.03679742, -0.03602976, -0.05165568, -0.06443074, -0.0368421, -0.03594576, -0.0386281, -0.04905051, -0.05901045, -0.00828971, -0.00925647, 
242.40, -0.04706357, -0.0203111, -0.0269995, -0.01852996, -0.04662336, -0.03706579, -0.03583988, -0.05130829, -0.06238029, -0.03272216, -0.03793124, -0.03585123, -0.04795247, -0.05998012, -0.00531194, -0.00978331, 
242.60, -0.04687061, -0.02278312, -0.0288591, -0.01778581, -0.04328486, -0.03969738, -0.03427209, -0.05209406, -0.06571616, -0.03446221, -0.03739738, -0.03471952, -0.04613515, -0.05584394, -0.00901482, -0.00871808, 
242.80, -0.04773986, -0.02489156, -0.02660195, -0.02307683, -0.04487395, -0.04218102, -0.03237923, -0.05312246, -0.06214326, -0.03501845, -0.03883405, -0.03678979, -0.04522205, -0.05678601, -0.0099364, -0.00829894, 
243.01, -0.0512625, -0.02378863, -0.02827514, -0.02085912, -0.04793323, -0.03769863, -0.03273338, -0.05084823, -0.06103367, -0.03449012, -0.0377555, -0.04039904, -0.04774522, -0.05885453, -0.00872392, -0.01338053, 
243.20, -0.04673441, -0.02464448, -0.02656905, -0.01936511, -0.04557298, -0.03953366, -0.03473262, -0.05053823, -0.06473928, -0.03508095, -0.04239048, -0.0347945, -0.04969591, -0.05652935, -0.00936866, -0.01063008, 
243.40, -0.04765752, -0.026151, -0.03201565, -0.02620141, -0.04530302, -0.04301325, -0.03448311, -0.05191308, -0.06063731, -0.03599681, -0.04150556, -0.03548077, -0.04778728, -0.05258038, -0.01049871, -0.00837174, 
243.61, -0.04469206, -0.02546095, -0.02638576, -0.01968299, -0.0486018, -0.03691313, -0.02999815, -0.05473535, -0.06653518, -0.03450837, -0.0373922, -0.03751521, -0.04807759, -0.05880736, -0.00810828, -0.00662856, 
243.81, -0.05030495, -0.02237994, -0.02685912, -0.01962209, -0.04346616, -0.03758438, -0.03688566, -0.04944963, -0.06425257, -0.03766614, -0.0374142, -0.03749091, -0.04861882, -0.05559061, -0.00731263, -0.0083985, 
244.01, -0.048101, -0.0283388, -0.02997732, -0.01983933, -0.04684623, -0.04002048, -0.03391932, -0.05136871, -0.05991182, -0.0357426, -0.03934854, -0.03929033, -0.04589183, -0.0597084, -0.00818846, -0.00933141, 
244.20, -0.04911652, -0.02145109, -0.03061207, -0.02188321, -0.04687121, -0.03996727, -0.03139645, -0.05104631, -0.05858159, -0.03902322, -0.03655545, -0.03770745, -0.04712049, -0.05745602, -0.00701075, -0.00964127, 
244.40, -0.04424784, -0.02420206, -0.02638207, -0.02376335, -0.04389458, -0.03552357, -0.03157654, -0.04927706, -0.0626284, -0.03570709, -0.03816846, -0.04051842, -0.04802116, -0.05571257, -0.0046703, -0.00708342, 
244.61, -0.05130253, -0.02077435, -0.02837831, -0.0201645, -0.04660438, -0.03707885, -0.03307989, -0.05299608, -0.06255694, -0.03707518, -0.04104338, -0.0375048, -0.04838856, -0.05780493, -0.01162511, -0.01377549, 
244.81, -0.0476498, -0.02997265, -0.02950579, -0.02382276, -0.0470212, -0.03807289, -0.02989866, -0.05174842, -0.06097252, -0.0352695, -0.04098935, -0.04007668, -0.04679203, -0.0613337, -0.00686213, -0.01159576, 
245.01, -0.04627826, -0.02642332, -0.02701871, -0.01922918, -0.04487096, -0.03830194, -0.03090958, -0.05061312, -0.06067408, -0.03980878, -0.03680309, -0.03877002, -0.04818618, -0.05681966, -0.00926798, -0.01588095, 
245.20, -0.05047611, -0.02556423, -0.02675447, -0.01974127, -0.04451827, -0.04199909, -0.03213787, -0.05307262, -0.05996429, -0.03942096, -0.03869214, -0.03900045, -0.04809443, -0.05869306, -0.00813382, -0.00886216, 
245.40, -0.04843363, -0.02229463, -0.02454159, -0.01984557, -0.04583091, -0.03605297, -0.02868408, -0.05353753, -0.06073238, -0.03377969, -0.03645385, -0.03801379, -0.04963156, -0.05971798, -0.00973069, -0.0090854, 
245.60, -0.04903761, -0.02516572, -0.02893027, -0.01769509, -0.04498816, -0.03845816, -0.0304584, -0.0554032, -0.06313101, -0.03744957, -0.03853955, -0.03703685, -0.04694854, -0.06003493, -0.00881049, -0.00827928, 
245.80, -0.04792716, -0.01821309, -0.0296368, -0.0198773, -0.04698332, -0.0351993, -0.03146196, -0.04924923, -0.06287619, -0.03469819, -0.03929108, -0.04163976, -0.05196938, -0.05607626, -0.0100356, -0.01237956, 
246.00, -0.04490647, -0.0265777, -0.02935614, -0.02110353, -0.0464038, -0.0391251, -0.03423031, -0.05089244, -0.06504324, -0.03646295, -0.03877153, -0.03914283, -0.04779785, -0.05605302, -0.00954148, -0.00923532, 
246.20, -0.04459777, -0.0235247, -0.02854851, -0.02205959, -0.04724975, -0.04306933, -0.03154523, -0.05225679, -0.06326909, -0.03490424, -0.03936991, -0.03625151, -0.04588788, -0.05990734, -0.00690089, -0.00699521, 
246.40, -0.04740888, -0.02012227, -0.03121979, -0.01963954, -0.04547599, -0.04096677, -0.03098172, -0.04965514, -0.06233023, -0.03774451, -0.04041033, -0.03646021, -0.04610994, -0.05915828, -0.00699352, -0.00725926, 
246.61, -0.04464031, -0.02181615, -0.02736852, -0.01991204, -0.04508946, -0.03621661, -0.03519766, -0.05234254, -0.06229768, -0.03819844, -0.04150489, -0.03767459, -0.04969381, -0.06041848, -0.00697565, -0.01263692, 
246.81, -0.04770723, -0.02347993, -0.0271454, -0.02007902, -0.04703687, -0.03930667, -0.03540388, -0.05087366, -0.06273147, -0.03394469, -0.03898095, -0.0391115, -0.04977364, -0.06049183, -0.00495413, -0.01272013, 
247.00, -0.05006658, -0.02488962, -0.02728828, -0.02183055, -0.04580132, -0.04020685, -0.03495453, -0.05098227, -0.06229592, -0.03269272, -0.03732919, -0.037345, -0.04890978, -0.05944342, -0.00734554, -0.00627362, 
247.20, -0.04560503, -0.02321589, -0.03038459, -0.02738256, -0.04758577, -0.03804463, -0.03228901, -0.05342487, -0.05985149, -0.03914749, -0.04283049, -0.03899881, -0.04574784, -0.05739563, -0.00603128, -0.01042357, 
247.40, -0.04654684, -0.02785831, -0.02657608, -0.0169982, -0.0465953, -0.03857882, -0.03000082, -0.05103272, -0.06161744, -0.0365739, -0.04187888, -0.03868704, -0.04541418, -0.06103115, -0.00700312, -0.01134522, 
247.61, -0.0467933, -0.02454604, -0.02640655, -0.01964606, -0.04475839, -0.03986148, -0.03300047, -0.04824477, -0.06407531, -0.03844335, -0.03977725, -0.03769881, -0.04941059, -0.05864942, -0.00699025, -0.00944329, 
247.81, -0.04685447, -0.02460439, -0.02498348, -0.02089202, -0.04491651, -0.0399026, -0.03556784, -0.05475745, -0.06460573, -0.03716801, -0.04252508, -0.03962268, -0.049785, -0.05867384, -0.00163035, -0.00845781, 
248.01, -0.04662995, -0.02480198, -0.02767994, -0.01576482, -0.04320472, -0.04145557, -0.0290165, -0.04861353, -0.06568519, -0.03583234, -0.04167386, -0.03866148, -0.04761501, -0.05979375, -0.00861935, -0.0073509, 
248.20, -0.04940484, -0.01779957, -0.02452742, -0.02095093, -0.04695844, -0.03758663, -0.03790222, -0.05389557, -0.06628184, -0.03357311, -0.04452993, -0.03695847, -0.04603532, -0.06026351, -0.0091394, -0.01174875, 
248.40, -0.04920864, -0.0248865, -0.02805612, -0.02288912, -0.04639479, -0.03838288, -0.03139277, -0.05033604, -0.0621013, -0.03363558, -0.03887034, -0.04170839, -0.04509501, -0.0552819, -0.00810866, -0.00938241, 
248.60, -0.04954282, -0.02658637, -0.02652025, -0.0213372, -0.04212403, -0.03747537, -0.03255999, -0.05200868, -0.06454708, -0.03395146, -0.04124162, -0.04235586, -0.0464537, -0.06166239, -0.00714227, -0.01433886, 
248.80, -0.05068791, -0.02228302, -0.02786616, -0.02057157, -0.04846298, -0.04298304, -0.03693402, -0.05248231, -0.0623349, -0.03864669, -0.0388405, -0.03685401, -0.04463063, -0.05536325, -0.00919473, -0.00503766, 
249.00, -0.04626663, -0.02140859, -0.03028849, -0.02478491, -0.04724351, -0.03651594, -0.03261624, -0.05015517, -0.0647141, -0.03501408, -0.04078268, -0.04631595, -0.04962781, -0.05824229, -0.00467115, -0.00797831, 
249.20, -0.04532537, -0.0249745, -0.03114538, -0.02178154, -0.04456952, -0.03968382, -0.03351257, -0.05438305, -0.06324968, -0.03866276, -0.03747366, -0.04092417, -0.04625758, -0.06146877, -0.00729679, -0.00841066, 
249.39, -0.05174932, -0.02286343, -0.0287726, -0.01831331, -0.04870261, -0.0419741, -0.03003888, -0.04845118, -0.05773928, -0.03634658, -0.0407336, -0.03622358, -0.04464396, -0.0584948, -0.00905486, -0.0073468, 
249.61, -0.04908288, -0.02571597, -0.02793993, -0.02109666, -0.04955959, -0.03822684, -0.03373603, -0.04845576, -0.06669541, -0.03673994, -0.04126617, -0.03898216, -0.04568271, -0.06094908, -0.00934062, -0.01544865, 
249.81, -0.0491286, -0.02525052, -0.02965559, -0.01785922, -0.04913131, -0.0443117, -0.0323379, -0.05163387, -0.06578588, -0.03758962, -0.04020045, -0.03999794, -0.04634509, -0.05975997, -0.00497424, -0.00850426, 
250.00, -0.04756916, -0.02266432, -0.02586921, -0.0201533, -0.04652575, -0.03716605, -0.037566, -0.04961666, -0.06244934, -0.03707744, -0.03936549, -0.03778381, -0.04865997, -0.05962191, -0.00658956, -0.00887182, 
250.20, -0.04829277, -0.02314499, -0.02584346, -0.02521257, -0.04852299, -0.04039074, -0.03040564, -0.04909781, -0.06349771, -0.03391518, -0.03922189, -0.04082989, -0.04626101, -0.05911113, -0.00760048, -0.01079446, 
250.40, -0.04975123, -0.02218813, -0.02382831, -0.01701895, -0.04807598, -0.03752263, -0.03149682, -0.05528116, -0.06070201, -0.03526252, -0.03936166, -0.03653086, -0.04590304, -0.06068433, -0.00525119, -0.01435381, 
250.60, -0.04954505, -0.02160475, -0.02778559, -0.01838682, -0.04865991, -0.03542781, -0.03679962, -0.05296651, -0.06232033, -0.04008549, -0.03890063, -0.03560197, -0.04721496, -0.05563896, -0.01000448, -0.00530367, 
250.81, -0.04656866, -0.02805095, -0.0283397, -0.02415637, -0.04612989, -0.0392998, -0.03277643, -0.05405484, -0.06276469, -0.03244215, -0.04010896, -0.04378076, -0.04970566, -0.06257895, -0.00837386, -0.0096775, 
251.01, -0.0452798, -0.0226885, -0.02954579, -0.01931049, -0.04597989, -0.04292606, -0.03088976, -0.04986157, -0.06657855, -0.03497612, -0.03678855, -0.04055951, -0.05045491, -0.05947437, -0.01158994, -0.01230618, 
251.21, -0.04888922, -0.02488267, -0.02964587, -0.01884188, -0.04756663, -0.04084109, -0.03013825, -0.05132138, -0.06154511, -0.03790595, -0.03689331, -0.03809966, -0.04758302, -0.05884542, -0.01114579, -0.01233823, 
251.40, -0.04771161, -0.02412503, -0.02721502, -0.02193355, -0.04643714, -0.03670392, -0.03372696, -0.051008, -0.06429542, -0.03464768, -0.04031638, -0.04224646, -0.05114539, -0.06119698, -0.00686752, -0.01282698, 
251.60, -0.04841652, -0.03002999, -0.03121268, -0.01990077, -0.04996931, -0.03957269, -0.03549254, -0.05228262, -0.06157281, -0.03823874, -0.03954681, -0.04032424, -0.05078313, -0.05966427, -0.01200699, -0.01231908, 
251.80, -0.0509668, -0.02911826, -0.0293089, -0.01942085, -0.04597279, -0.04249116, -0.03500598, -0.05001063, -0.06343761, -0.03518542, -0.03992702, -0.03662306, -0.0508859, -0.06056112, -0.01039604, -0.00844005, 
252.00, -0.04840333, -0.02148832, -0.03150802, -0.02410937, -0.04753968, -0.03951366, -0.03241149, -0.05009798, -0.06330337, -0.03890974, -0.03953559, -0.03612834, -0.04579572, -0.06252397, -0.00926858, -0.00796034, 
252.20, -0.04671592, -0.02120961, -0.02799788, -0.02251099, -0.04928606, -0.04162812, -0.03322651, -0.05211165, -0.06048003, -0.03681314, -0.03882185, -0.03920501, -0.04639764, -0.06139547, -0.00828354, -0.01297273, 
252.40, -0.0511128, -0.02225054, -0.0264385, -0.02209168, -0.04594873, -0.0405019, -0.03729269, -0.05322654, -0.06258801, -0.03751371, -0.04002378, -0.04117623, -0.04937321, -0.06005339, -0.00944852, -0.00876855, 
252.61, -0.04906333, -0.02315733, -0.03103928, -0.02182986, -0.04579452, -0.03965107, -0.03524046, -0.05079506, -0.06426475, -0.03329622, -0.03821719, -0.03859523, -0.05102013, -0.05382194, -0.01188822, -0.01181951, 
252.81, -0.0509612, -0.02387889, -0.02712388, -0.0246845, -0.04327165, -0.04162731, -0.03294592, -0.04936259, -0.06048566, -0.03945349, -0.04226909, -0.04282075, -0.05021025, -0.05931585, -0.00358373, -0.0095804, 
253.01, -0.0485092, -0.02334787, -0.02519506, -0.02468264, -0.04577298, -0.03934094, -0.03629089, -0.05393586, -0.06235525, -0.03643984, -0.04053821, -0.03630366, -0.04943785, -0.0620368, -0.00854318, -0.00862978, 
253.20, -0.05165844, -0.02255188, -0.02770892, -0.02189928, -0.04617601, -0.0396949, -0.0377684, -0.05266967, -0.05888292, -0.03437211, -0.03638889, -0.03896557, -0.04755058, -0.05863237, -0.00857422, -0.00752622, 
253.40, -0.04884375, -0.02656338, -0.02584416, -0.02241985, -0.05061549, -0.03979011, -0.0336391, -0.05353465, -0.06214551, -0.03681877, -0.04397655, -0.04204917, -0.05178263, -0.06185065, -0.00783532, -0.01097476, 
253.60, -0.04798097, -0.02629768, -0.02864258, -0.0176367, -0.04476579, -0.04159231, -0.03350752, -0.05499831, -0.06852812, -0.03812728, -0.0397021, -0.04517199, -0.04733187, -0.06102955, -0.01165329, -0.0114285, 
253.81, -0.04763822, -0.02531751, -0.0295103, -0.02358649, -0.05125323, -0.04058285, -0.03165488, -0.05257021, -0.06353153, -0.03510129, -0.03902484, -0.03972752, -0.04688397, -0.05868551, -0.00928185, -0.0081181, 
254.01, -0.04940225, -0.02591278, -0.02870641, -0.01930373, -0.0461289, -0.04043874, -0.03611298, -0.05318577, -0.06551594, -0.03729675, -0.04138004, -0.03623764, -0.04890351, -0.06281228, -0.00753986, -0.00844975, 
254.21, -0.04655764, -0.02806674, -0.02756964, -0.01986103, -0.04336914, -0.03782263, -0.03522407, -0.05274155, -0.06350671, -0.03675811, -0.03986066, -0.03719484, -0.04822707, -0.05753896, -0.00722636, -0.00749925, 
254.40, -0.04985524, -0.02300285, -0.02673682, -0.02040822, -0.04586996, -0.04014842, -0.03315175, -0.05283446, -0.06457587, -0.03326241, -0.04019412, -0.03842416, -0.04688879, -0.06292137, -0.00563532, -0.00909364, 
254.60, -0.04807401, -0.02577696, -0.03084474, -0.02180342, -0.04712635, -0.04161915, -0.03293692, -0.05273315, -0.07001829, -0.03417814, -0.03786017, -0.03409391, -0.04640154, -0.05810133, -0.00981721, -0.00624074, 
254.80, -0.05175553, -0.02326717, -0.03036055, -0.01888318, -0.0489838, -0.03971446, -0.02888009, -0.05476455, -0.06431122, -0.03385027, -0.04328512, -0.03297081, -0.0492645, -0.0598602, -0.00662685, -0.01228031, 
255.00, -0.05017157, -0.02485516, -0.02914241, -0.0204543, -0.04889465, -0.04073327, -0.03463054, -0.05286843, -0.06301613, -0.04088421, -0.04082574, -0.03685209, -0.04792476, -0.06125973, -0.00779655, -0.00574828, 
255.20, -0.04449745, -0.02358807, -0.02788778, -0.01966944, -0.04883684, -0.04283399, -0.03170771, -0.05494554, -0.06106618, -0.04119847, -0.03971406, -0.03285194, -0.0485478, -0.05919857, -0.01216904, -0.00694519, 
255.40, -0.05459905, -0.02580439, -0.03133546, -0.0190608, -0.04475921, -0.0433718, -0.03800976, -0.05117455, -0.0639093, -0.03708596, -0.03941023, -0.03413532, -0.04856799, -0.05988298, -0.00583096, -0.0082931, 
255.61, -0.04927188, -0.02312539, -0.02794028, -0.01918698, -0.04837626, -0.04130491, -0.03618261, -0.05142289, -0.06616951, -0.03654635, -0.04131241, -0.03891264, -0.04823264, -0.0604372, -0.00852, -0.00694947, 
255.81, -0.05034278, -0.02551229, -0.02738658, -0.02080573, -0.04700075, -0.03840889, -0.03094775, -0.04840028, -0.06744739, -0.03710702, -0.03950334, -0.03878394, -0.04810654, -0.05650971, -0.00678607, -0.00903522, 
256.01, -0.05329381, -0.0211788, -0.02850031, -0.01610356, -0.04569002, -0.03862524, -0.03053546, -0.05358493, -0.06643905, -0.03357124, -0.0389156, -0.03962684, -0.04763892, -0.0609462, -0.00611104, -0.00799326, 
256.20, -0.04731829, -0.02675572, -0.03049404, -0.01995797, -0.04967699, -0.04408018, -0.03701418, -0.05092508, -0.06262027, -0.03883649, -0.03759924, -0.03796266, -0.04804975, -0.06046549, -0.01137391, -0.00388356, 
256.40, -0.05057884, -0.02677382, -0.03105154, -0.01914648, -0.04709787, -0.03977047, -0.03347306, -0.05442801, -0.06631083, -0.03531188, -0.03595319, -0.03897824, -0.04666462, -0.06010037, -0.00423546, -0.00972109, 
256.60, -0.04867427, -0.02182374, -0.03041056, -0.01941755, -0.04784631, -0.04163275, -0.03607326, -0.05524847, -0.06117423, -0.03648761, -0.04059156, -0.04084642, -0.0518681, -0.05940276, -0.0148834, -0.00903949, 
256.81, -0.0487664, -0.02401961, -0.02408429, -0.02248712, -0.04839596, -0.04030174, -0.03081761, -0.05327508, -0.06367579, -0.03920133, -0.04024731, -0.03785923, -0.05034839, -0.06327589, -0.01060592, -0.01233798, 
257.01, -0.05139153, -0.02285635, -0.03034631, -0.02376447, -0.0513906, -0.0426019, -0.03453549, -0.05212428, -0.06745537, -0.03867777, -0.04156514, -0.04004655, -0.04970238, -0.06114141, -0.0101651, -0.00898456, 
257.20, -0.04674065, -0.02633855, -0.02914117, -0.01941654, -0.05042138, -0.04059585, -0.03677331, -0.05256259, -0.06676666, -0.04083527, -0.04045685, -0.04218598, -0.04734088, -0.05997829, -0.00707468, -0.01012685, 
257.40, -0.05095606, -0.02358603, -0.02609392, -0.01933936, -0.04574027, -0.04325589, -0.03087036, -0.05492729, -0.06608479, -0.03476341, -0.03869099, -0.03777869, -0.04890031, -0.05917787, -0.00549453, -0.00722156, 
257.60, -0.04919314, -0.02117282, -0.02885226, -0.02425785, -0.04913575, -0.04119918, -0.03705068, -0.05385517, -0.06238472, -0.03473001, -0.04130558, -0.0415948, -0.04805528, -0.06369891, -0.00721104, -0.00907707, 
257.80, -0.04912411, -0.02614245, -0.03014581, -0.01769214, -0.04845788, -0.03956199, -0.03339093, -0.05366067, -0.06759953, -0.03688115, -0.04054725, -0.03900976, -0.04723581, -0.063747, -0.00608445, -0.00831493, 
258.00, -0.05335009, -0.02325319, -0.03430346, -0.01855629, -0.04951632, -0.03779683, -0.03822447, -0.05239668, -0.06180656, -0.03598523, -0.04056232, -0.03871544, -0.0518716, -0.05950499, -0.01004817, -0.00869011, 
258.20, -0.04715921, -0.02654204, -0.02738489, -0.02608761, -0.05010794, -0.04171985, -0.03227641, -0.05477941, -0.06115229, -0.03450406, -0.03939848, -0.04467429, -0.05113701, -0.06099973, -0.00810859, -0.00706623, 
258.40, -0.05041856, -0.0250184, -0.02782698, -0.02270613, -0.04865589, -0.04503559, -0.03232943, -0.04949861, -0.06536581, -0.03578106, -0.04158886, -0.04051466, -0.04825521, -0.06326436, -0.01034968, -0.00921505, 
258.61, -0.04964904, -0.02641553, -0.02963836, -0.02628214, -0.04732175, -0.04437964, -0.03428529, -0.05293897, -0.06639347, -0.04100708, -0.03853791, -0.0395124, -0.04592271, -0.06092016, -0.01276643, -0.00892197, 
258.81, -0.05397828, -0.02599761, -0.03028879, -0.02378213, -0.04864679, -0.04093952, -0.03659217, -0.05581661, -0.06639326, -0.03535152, -0.04224526, -0.03589233, -0.0480202, -0.05986463, -0.00776195, -0.01172945, 
259.01, -0.05007038, -0.02733441, -0.02994942, -0.02531317, -0.04798792, -0.04303512, -0.03825517, -0.05405028, -0.06455867, -0.03549317, -0.04413269, -0.0410473, -0.04982119, -0.05855509, -0.00672845, -0.01030658, 
259.20, -0.04894734, -0.0237024, -0.02990926, -0.01849808, -0.04852281, -0.03923313, -0.0348337, -0.05054761, -0.06385219, -0.03710445, -0.03944069, -0.0367674, -0.04728338, -0.06366105, -0.01004652, -0.00880016, 
259.40, -0.04855375, -0.0280032, -0.02740341, -0.02198584, -0.05203027, -0.04218036, -0.03759592, -0.05398516, -0.06936015, -0.03980352, -0.04214779, -0.04094511, -0.0480764, -0.05945298, -0.01078104, -0.01113061, 
259.60, -0.04908962, -0.02417678, -0.02826148, -0.02339639, -0.0490602, -0.03757607, -0.03255898, -0.05125739, -0.0673775, -0.03894921, -0.04044805, -0.03876973, -0.04820429, -0.05949815, -0.00803696, -0.00822691, 
259.81, -0.04931203, -0.02409007, -0.02767796, -0.01606494, -0.04540093, -0.03912804, -0.03407944, -0.05224935, -0.06410932, -0.03778961, -0.03754647, -0.03976129, -0.04641696, -0.06085492, -0.00815463, -0.00699429, 
260.01, -0.05019984, -0.02873558, -0.02714651, -0.02417779, -0.0490491, -0.03902502, -0.03709312, -0.05356224, -0.06663838, -0.03273156, -0.04037983, -0.04153889, -0.05092729, -0.05898836, -0.01084891, -0.01075069, 
260.20, -0.05015691, -0.02439823, -0.02837957, -0.03048713, -0.05185997, -0.03841916, -0.0327133, -0.05494684, -0.06587752, -0.04166672, -0.04154623, -0.03881631, -0.04945572, -0.06175059, -0.0070212, -0.00724084, 
260.40, -0.04865379, -0.02501845, -0.0292449, -0.0209063, -0.04553735, -0.04182038, -0.03591226, -0.05297948, -0.06491315, -0.03692559, -0.04359384, -0.03995598, -0.05282512, -0.06058025, -0.00755654, -0.00955523, 
260.60, -0.05028725, -0.02934362, -0.02939403, -0.02437626, -0.04952822, -0.04170468, -0.03285738, -0.05605949, -0.06270778, -0.03776242, -0.03694787, -0.03889634, -0.0498333, -0.0635013, -0.00961722, -0.01069669, 
260.80, -0.0526984, -0.02215497, -0.02657874, -0.01877657, -0.05175104, -0.04341918, -0.03777609, -0.05270227, -0.06502454, -0.03764865, -0.03882302, -0.03707778, -0.05062801, -0.06083708, -0.00877031, -0.01175227, 
261.00, -0.04882611, -0.02249448, -0.02901344, -0.02384296, -0.04695532, -0.03976253, -0.03748283, -0.05040479, -0.06553277, -0.03965461, -0.04040531, -0.03741014, -0.05051301, -0.06084713, -0.01310702, -0.01115074, 
261.20, -0.04940315, -0.02261525, -0.03096008, -0.0206862, -0.04775317, -0.04006961, -0.03536284, -0.05212201, -0.06375203, -0.04188923, -0.04171936, -0.03841304, -0.04681547, -0.0658654, -0.01209904, -0.00911105, 
261.40, -0.05274422, -0.02436038, -0.0292211, -0.02192831, -0.04944333, -0.03638156, -0.03232117, -0.05565095, -0.06278858, -0.03736729, -0.03967805, -0.04460497, -0.04751822, -0.06268258, -0.00321097, -0.00754904, 
261.60, -0.05259086, -0.026379, -0.02980352, -0.02124443, -0.04842187, -0.03940956, -0.0345835, -0.05535701, -0.0667044, -0.03828605, -0.04036006, -0.03629269, -0.05155025, -0.06128358, -0.00968335, -0.00909389, 
261.81, -0.04873584, -0.02164728, -0.02957519, -0.02275854, -0.04997269, -0.03896531, -0.0349597, -0.05581119, -0.06627515, -0.03735862, -0.03959692, -0.03914068, -0.04799723, -0.05777959, -0.00771313, -0.01280107, 
262.01, -0.0482234, -0.02441237, -0.03047333, -0.02478187, -0.05098363, -0.03862862, -0.03805632, -0.05287794, -0.06324566, -0.03687013, -0.04248863, -0.04012288, -0.05178377, -0.06097129, -0.00766769, -0.01484095, 
262.21, -0.04724472, -0.02229027, -0.0304131, -0.02264545, -0.04955197, -0.04222276, -0.03873762, -0.05505055, -0.06216867, -0.03945753, -0.04489419, -0.04250829, -0.04932877, -0.06162306, -0.00590522, -0.00804536, 
