time,raw_signal,step_time,step_type,step_number
630.6,-0.0459136,899.999011230469,Baseline,1
632.2,-0.04301821,899.999011230469,Baseline,1
634.4,-0.04759404,899.999011230469,Baseline,1
636.4,-0.04147721,899.999011230469,Baseline,1
638.4,-0.04253639,899.999011230469,Baseline,1
640.2,-0.04881803,899.999011230469,Baseline,1
644,-0.04623152,899.999011230469,Baseline,1
644.2,-0.04812904,899.999011230469,Baseline,1
645.6,-0.04624131,899.999011230469,Baseline,1
646,-0.04199513,899.999011230469,Baseline,1
647.6,-0.04122445,899.999011230469,Baseline,1
649,-0.04500237,899.999011230469,Baseline,1
651.4,-0.04519504,899.999011230469,Baseline,1
652.6,-0.04770605,899.999011230469,Baseline,1
658.6,-0.04719102,899.999011230469,Baseline,1
663.2,-0.04336519,899.999011230469,Baseline,1
666.8,-0.04437799,899.999011230469,Baseline,1
672.6,-0.04697589,899.999011230469,Baseline,1
673.2,-0.04802571,899.999011230469,Baseline,1
673.4,-0.04388074,899.999011230469,Baseline,1
